KR11680,2645324
KR11650,1368008
KR11560,801965
KR11620,721101
KR11320,644091
KR11305,593257
KR11215,584151
KR11140,570265
KR11110,566923
KR11710,563905
KR11545,542211
KR11230,486322
KR11290,463343
KR11350,436980
KR11380,404665
KR11500,404432
KR11170,402794
KR11200,399265
KR11260,345185
KR11740,329917
KR11440,310170
KR11530,233909
KR11470,197790
KR11410,186457
KR11590,134842
