11680,강남구,5268
11650,서초구,4341
11170,용산구,3963
11710,송파구,3750
11200,성동구,3741
11440,마포구,3248
11140,중구,3157
11560,영등포구,2982
11590,동작구,2872
11740,강동구,2746
11110,종로구,2493
11215,광진구,2486
11410,서대문구,2483
11230,동대문구,2459
11470,양천구,2458
11350,노원구,2314
11290,성북구,2308
11500,강서구,2204
11620,관악구,2107
11380,은평구,2051
11530,구로구,2032
11260,중랑구,1850
11545,금천구,1780
11320,도봉구,1740
11305,강북구,1725
