11680,#ec9376
11740,#db5653
11305,#f4a76c
11500,#ffc767
11620,#ffae00
11215,#d5861e
11530,#875b21
11545,#d7c969
11350,#a09136
11320,#e1cda2
11230,#186b61
11590,#9acbd1
11440,#1b949c
11410,#a0c8dc
11650,#52b2d7
11200,#c2dbf0
11290,#4e9ad2
11710,#dea3b2
11470,#a74e5f
11560,#c99ea2
11170,#b9a193
11380,#b9aa90
11110,#808a93
11140,#b7b6b1
11260,#555a54
